year,capture.loc,date,total.fish,age,species,sex
2014,6,8/4/2014,5,2.1,coho,male
2014,6,8/8/2014,5,1.1,coho,female
2014,6,8/8/2014,5,2.1,coho,female
2014,6,8/8/2014,9,2.1,coho,male
2014,6,8/9/2014,3,1.1,coho,female
2014,6,8/9/2014,3,1.1,coho,male
2014,6,8/9/2014,6,2.1,coho,female
2014,6,8/9/2014,5,2.1,coho,male
2014,6,8/13/2014,2,1.1,coho,female
2014,6,8/13/2014,4,1.1,coho,male
2014,6,8/13/2014,6,2.1,coho,female
2014,6,8/13/2014,8,2.1,coho,male
2014,6,8/16/2014,3,1.1,coho,female
2014,6,8/16/2014,2,1.1,coho,male
2014,6,8/16/2014,7,2.1,coho,female
2014,6,8/16/2014,6,2.1,coho,male
2014,6,8/18/2014,1,1.1,coho,female
2014,6,8/18/2014,3,1.1,coho,male
2014,6,8/18/2014,4,2.1,coho,female
2014,6,8/18/2014,1,2.1,coho,male
2014,6,8/20/2014,1,1.1,coho,female
2014,6,8/20/2014,1,1.1,coho,male
2014,6,8/20/2014,4,2.1,coho,female
2014,6,8/20/2014,3,2.1,coho,male
2014,6,8/20/2014,1,3.1,coho,male
2014,6,8/21/2014,2,1.1,coho,female
2014,6,8/21/2014,6,1.1,coho,male
2014,6,8/21/2014,3,2.1,coho,female
2014,6,8/21/2014,6,2.1,coho,male
2014,6,8/24/2014,1,1.1,coho,male
2014,6,8/24/2014,3,2.1,coho,female
2014,6,8/24/2014,6,2.1,coho,male
2014,6,8/27/2014,1,1.1,coho,female
2014,6,8/27/2014,3,1.1,coho,male
2014,6,8/27/2014,2,2.1,coho,female
2014,6,8/27/2014,3,2.1,coho,male
2015,5,7/27/2015,1,1.1,coho,female
2015,5,7/27/2015,5,1.1,coho,male
2015,5,7/27/2015,11,2.1,coho,female
2015,5,7/27/2015,14,2.1,coho,male
2015,5,7/27/2015,1,3.1,coho,female
2015,5,7/27/2015,2,3.1,coho,male
2015,5,7/31/2015,5,2.1,coho,female
2015,5,7/31/2015,4,2.1,coho,male
2015,5,8/5/2015,3,1.1,coho,female
2015,5,8/5/2015,4,1.1,coho,male
2015,5,8/5/2015,7,2.1,coho,female
2015,5,8/5/2015,12,2.1,coho,male
2015,5,8/5/2015,1,3.1,coho,female
2015,5,8/5/2015,1,3.1,coho,male
2015,5,8/7/2015,7,2.1,coho,female
2015,5,8/7/2015,11,2.1,coho,male
2015,5,8/14/2015,1,1.1,coho,female
2015,5,8/14/2015,3,1.1,coho,male
2015,5,8/14/2015,8,2.1,coho,female
2015,5,8/14/2015,7,2.1,coho,male
2015,5,8/17/2015,1,1.1,coho,female
2015,5,8/17/2015,1,1.1,coho,male
2015,5,8/17/2015,7,2.1,coho,female
2015,5,8/17/2015,9,2.1,coho,male
2015,5,8/17/2015,2,3.1,coho,female
2015,5,8/17/2015,2,3.1,coho,male
2015,5,8/22/2015,5,1.1,coho,female
2015,5,8/22/2015,3,1.1,coho,male
2015,5,8/22/2015,8,2.1,coho,female
2015,5,8/22/2015,4,2.1,coho,male
2015,5,9/1/2015,4,1.1,coho,female
2015,5,9/1/2015,6,1.1,coho,male
2015,5,9/1/2015,9,2.1,coho,female
2015,5,9/1/2015,6,2.1,coho,male
2015,5,9/1/2015,2,3.1,coho,female
2015,6,7/27/2015,2,1.1,coho,female
2015,6,7/27/2015,9,2.1,coho,female
2015,6,7/27/2015,13,2.1,coho,male
2015,6,8/3/2015,4,1.1,coho,female
2015,6,8/3/2015,2,1.1,coho,male
2015,6,8/3/2015,4,2.1,coho,female
2015,6,8/3/2015,9,2.1,coho,male
2015,6,8/6/2015,3,1.1,coho,female
2015,6,8/6/2015,4,1.1,coho,male
2015,6,8/6/2015,6,2.1,coho,female
2015,6,8/6/2015,11,2.1,coho,male
2015,6,8/6/2015,1,3.1,coho,male
2015,6,8/10/2015,8,2.1,coho,female
2015,6,8/10/2015,6,2.1,coho,male
2015,6,8/10/2015,1,3.1,coho,male
2015,6,8/13/2015,1,1.1,coho,male
2015,6,8/13/2015,7,2.1,coho,female
2015,6,8/13/2015,7,2.1,coho,male
2015,6,8/18/2015,3,1.1,coho,female
2015,6,8/18/2015,14,2.1,coho,female
2015,6,8/18/2015,7,2.1,coho,male
2015,6,8/18/2015,1,3.1,coho,female
2015,6,8/18/2015,1,3.1,coho,male
2015,6,8/20/2015,3,1.1,coho,female
2015,6,8/20/2015,6,2.1,coho,female
2015,6,8/20/2015,7,2.1,coho,male
2015,6,8/28/2015,1,1.1,coho,female
2015,6,8/28/2015,3,1.1,coho,male
2015,6,8/28/2015,6,2.1,coho,female
2015,6,8/28/2015,6,2.1,coho,male
2015,6,8/31/2015,1,1.1,coho,female
2015,6,8/31/2015,2,2.1,coho,female
2015,6,8/31/2015,5,2.1,coho,male
2016,5,8/2/2016,1,1.1,coho,male
2016,5,8/2/2016,3,2.1,coho,female
2016,5,8/2/2016,18,2.1,coho,male
2016,5,8/2/2016,2,3.1,coho,male
2016,5,8/9/2016,1,1.1,coho,female
2016,5,8/9/2016,1,1.1,coho,male
2016,5,8/9/2016,11,2.1,coho,female
2016,5,8/9/2016,16,2.1,coho,male
2016,5,8/9/2016,3,3.1,coho,female
2016,5,8/9/2016,3,3.1,coho,male
2016,5,8/10/2016,2,1.1,coho,female
2016,5,8/10/2016,3,1.1,coho,male
2016,5,8/10/2016,9,2.1,coho,female
2016,5,8/10/2016,11,2.1,coho,male
2016,5,8/10/2016,2,3.1,coho,female
2016,5,8/12/2016,1,1.1,coho,female
2016,5,8/12/2016,2,1.1,coho,male
2016,5,8/12/2016,7,2.1,coho,female
2016,5,8/12/2016,8,2.1,coho,male
2016,5,8/12/2016,1,3.1,coho,female
2016,5,8/12/2016,1,3.1,coho,male
2016,5,8/15/2016,1,1.1,coho,female
2016,5,8/15/2016,1,1.1,coho,male
2016,5,8/15/2016,4,2.1,coho,female
2016,5,8/15/2016,2,2.1,coho,male
2016,5,8/18/2016,2,1.1,coho,female
2016,5,8/18/2016,7,2.1,coho,female
2016,5,8/18/2016,4,2.1,coho,male
2016,5,8/18/2016,3,3.1,coho,female
2016,5,8/22/2016,2,1.1,coho,female
2016,5,8/22/2016,3,1.1,coho,male
2016,5,8/22/2016,3,2.1,coho,female
2016,5,8/22/2016,8,2.1,coho,male
2016,5,9/5/2016,9,1.1,coho,female
2016,5,9/5/2016,7,1.1,coho,male
2016,5,9/5/2016,7,2.1,coho,female
2016,5,9/5/2016,5,2.1,coho,male
2016,6,7/26/2016,1,1.1,coho,female
2016,6,7/26/2016,1,2.1,coho,female
2016,6,7/26/2016,4,2.1,coho,male
2016,6,7/26/2016,1,3.1,coho,female
2016,6,7/30/2016,1,1.1,coho,female
2016,6,7/30/2016,1,1.1,coho,male
2016,6,7/30/2016,5,2.1,coho,female
2016,6,7/30/2016,10,2.1,coho,male
2016,6,7/30/2016,1,3.1,coho,female
2016,6,8/2/2016,3,2.1,coho,female
2016,6,8/2/2016,5,2.1,coho,male
2016,6,8/2/2016,1,3.1,coho,female
2016,6,8/3/2016,1,1.1,coho,male
2016,6,8/3/2016,3,2.1,coho,female
2016,6,8/3/2016,3,2.1,coho,male
2016,6,8/3/2016,1,3.1,coho,male
2016,6,8/6/2016,3,1.1,coho,female
2016,6,8/6/2016,2,1.1,coho,male
2016,6,8/6/2016,1,2.1,coho,female
2016,6,8/6/2016,12,2.1,coho,male
2016,6,8/6/2016,1,3.1,coho,male
2016,6,8/10/2016,4,1.1,coho,male
2016,6,8/10/2016,9,2.1,coho,female
2016,6,8/10/2016,9,2.1,coho,male
2016,6,8/10/2016,1,3.1,coho,male
2016,6,8/12/2016,2,1.1,coho,female
2016,6,8/12/2016,3,1.1,coho,male
2016,6,8/12/2016,7,2.1,coho,female
2016,6,8/12/2016,5,2.1,coho,male
2016,6,8/12/2016,1,3.1,coho,female
2016,6,8/12/2016,1,3.1,coho,male
2016,6,8/16/2016,3,1.1,coho,female
2016,6,8/16/2016,4,1.1,coho,male
2016,6,8/16/2016,10,2.1,coho,female
2016,6,8/16/2016,8,2.1,coho,male
2016,6,8/16/2016,1,3.1,coho,female
2016,6,8/21/2016,4,1.1,coho,female
2016,6,8/21/2016,6,2.1,coho,female
2016,6,8/21/2016,2,3.1,coho,female
2016,6,8/21/2016,2,3.1,coho,male
2016,6,8/25/2016,3,1.1,coho,female
2016,6,8/25/2016,6,1.1,coho,male
2016,6,8/25/2016,4,2.1,coho,female
2016,6,8/25/2016,1,3.1,coho,female
2016,6,8/27/2016,3,1.1,coho,female
2016,6,8/27/2016,3,2.1,coho,female
2016,6,8/27/2016,1,2.1,coho,male
2017,5,8/5/2017,1,1.1,coho,female
2017,5,8/5/2017,4,2.1,coho,female
2017,5,8/5/2017,5,2.1,coho,male
2017,5,8/9/2017,1,1.1,coho,female
2017,5,8/9/2017,2,1.1,coho,male
2017,5,8/9/2017,2,2.1,coho,female
2017,5,8/9/2017,3,2.1,coho,male
2017,5,8/15/2017,1,1.1,coho,female
2017,5,8/15/2017,1,1.1,coho,male
2017,5,8/15/2017,3,2.1,coho,female
2017,5,8/15/2017,3,2.1,coho,male
2017,5,8/21/2017,1,1.1,coho,male
2017,5,8/21/2017,5,2.1,coho,female
2017,5,8/21/2017,7,2.1,coho,male
2017,5,8/21/2017,3,3.1,coho,female
2017,5,8/21/2017,1,3.1,coho,male
2017,5,8/28/2017,3,1.1,coho,male
2017,5,8/28/2017,7,2.1,coho,female
2017,5,8/28/2017,3,2.1,coho,male
2017,5,8/28/2017,2,3.1,coho,female
2017,5,8/28/2017,1,3.1,coho,male
2017,5,9/2/2017,1,1.1,coho,female
2017,5,9/2/2017,3,2.1,coho,female
2017,5,9/2/2017,2,2.1,coho,male
2017,5,9/2/2017,2,3.1,coho,male
2017,5,9/3/2017,1,2.1,coho,female
2017,6,8/6/2017,1,1.1,coho,female
2017,6,8/6/2017,1,1.1,coho,male
2017,6,8/6/2017,4,2.1,coho,female
2017,6,8/6/2017,1,2.1,coho,male
2017,6,8/6/2017,1,3.1,coho,male
2017,6,8/9/2017,3,2.1,coho,female
2017,6,8/9/2017,5,2.1,coho,male
2017,6,8/15/2017,2,1.1,coho,female
2017,6,8/15/2017,1,2.1,coho,female
2017,6,8/15/2017,6,2.1,coho,male
2017,6,8/21/2017,4,2.1,coho,female
2017,6,8/21/2017,5,2.1,coho,male
2017,6,8/22/2017,1,2.1,coho,male
2017,6,8/23/2017,2,1.1,coho,female
2017,6,8/23/2017,2,1.1,coho,male
2017,6,8/23/2017,3,2.1,coho,female
2017,6,8/23/2017,2,2.1,coho,male
2017,6,8/24/2017,1,2.1,coho,male
2017,6,8/25/2017,1,2.1,coho,male
2017,6,8/27/2017,1,1.1,coho,female
2017,6,8/28/2017,1,1.1,coho,female
2017,6,8/28/2017,4,2.1,coho,female
2017,6,8/28/2017,2,2.1,coho,male
2017,6,8/29/2017,1,2.1,coho,male
2017,6,8/31/2017,1,1.1,coho,male
2017,6,8/31/2017,3,2.1,coho,female
2017,6,8/31/2017,3,2.1,coho,male
2017,6,8/31/2017,1,3.1,coho,female
2017,6,8/31/2017,1,3.1,coho,male
2017,6,9/4/2017,7,1.1,coho,female
2017,6,9/4/2017,6,1.1,coho,male
2017,6,9/4/2017,7,2.1,coho,female
2017,6,9/4/2017,10,2.1,coho,male
2017,6,9/4/2017,1,3.1,coho,female
2017,6,9/4/2017,1,3.1,coho,male
2017,6,9/7/2017,1,1.1,coho,female
2017,6,9/7/2017,2,1.1,coho,male
2017,6,9/7/2017,3,2.1,coho,female
2017,6,9/7/2017,2,2.1,coho,male
2017,6,9/13/2017,6,1.1,coho,female
2017,6,9/13/2017,2,1.1,coho,male
2017,6,9/13/2017,4,2.1,coho,female
2017,6,9/13/2017,3,2.1,coho,male
2017,6,9/14/2017,3,1.1,coho,female
2017,6,9/14/2017,3,1.1,coho,male
2017,6,9/14/2017,5,2.1,coho,female
2017,6,9/14/2017,6,2.1,coho,male
2017,6,9/15/2017,2,1.1,coho,female
2017,6,9/15/2017,6,1.1,coho,male
2017,6,9/15/2017,3,2.1,coho,female
2017,6,9/15/2017,2,2.1,coho,male
2017,6,9/15/2017,2,3.1,coho,male
2017,6,9/16/2017,2,1.1,coho,female
2017,6,9/16/2017,1,1.1,coho,male
2017,6,9/16/2017,3,2.1,coho,female
2017,6,9/16/2017,2,2.1,coho,male
2018,5,7/26/2018,1,1.1,coho,male
2018,5,7/26/2018,5,2.1,coho,female
2018,5,7/26/2018,3,2.1,coho,male
2018,5,7/26/2018,1,3.1,coho,male
2018,5,8/6/2018,2,1.1,coho,male
2018,5,8/6/2018,2,2.1,coho,female
2018,5,8/6/2018,3,2.1,coho,male
2018,5,8/6/2018,1,3.1,coho,female
2018,5,8/7/2018,4,1.1,coho,female
2018,5,8/7/2018,5,1.1,coho,male
2018,5,8/7/2018,5,2.1,coho,female
2018,5,8/7/2018,3,2.1,coho,male
2018,5,8/7/2018,1,3.1,coho,female
2018,5,8/7/2018,2,3.1,coho,male
2018,5,8/15/2018,3,1.1,coho,female
2018,5,8/15/2018,1,1.1,coho,male
2018,5,8/15/2018,2,2.1,coho,female
2018,5,8/15/2018,4,2.1,coho,male
2018,5,8/22/2018,2,1.1,coho,female
2018,5,8/22/2018,3,1.1,coho,male
2018,5,8/22/2018,7,2.1,coho,female
2018,5,8/22/2018,7,2.1,coho,male
2018,5,8/23/2018,8,1.1,coho,female
2018,5,8/23/2018,6,1.1,coho,male
2018,5,8/23/2018,4,2.1,coho,female
2018,5,8/23/2018,8,2.1,coho,male
2018,5,8/23/2018,1,3.1,coho,female
2018,5,9/14/2018,3,1.1,coho,female
2018,5,9/14/2018,4,1.1,coho,male
2018,5,9/14/2018,6,2.1,coho,female
2018,5,9/14/2018,3,2.1,coho,male
2018,5,9/14/2018,1,3.1,coho,female
2018,6,7/20/2018,1,1.1,coho,male
2018,6,7/20/2018,3,2.1,coho,female
2018,6,7/20/2018,4,2.1,coho,male
2018,6,7/20/2018,1,3.1,coho,male
2018,6,7/26/2018,4,2.1,coho,female
2018,6,7/26/2018,3,2.1,coho,male
2018,6,8/3/2018,1,1.1,coho,female
2018,6,8/3/2018,4,1.1,coho,male
2018,6,8/3/2018,3,2.1,coho,female
2018,6,8/3/2018,4,2.1,coho,male
2018,6,8/3/2018,2,3.1,coho,female
2018,6,8/3/2018,2,3.1,coho,male
2018,6,8/15/2018,3,1.1,coho,female
2018,6,8/15/2018,1,1.1,coho,male
2018,6,8/15/2018,4,2.1,coho,female
2018,6,8/15/2018,5,2.1,coho,male
2018,6,8/15/2018,1,3.1,coho,female
2018,6,8/15/2018,1,3.1,coho,male
2018,6,8/21/2018,7,1.1,coho,female
2018,6,8/21/2018,5,1.1,coho,male
2018,6,8/21/2018,3,2.1,coho,female
2018,6,8/21/2018,1,2.1,coho,male
2018,6,8/21/2018,1,3.1,coho,male
2018,6,8/28/2018,7,1.1,coho,female
2018,6,8/28/2018,6,1.1,coho,male
2018,6,8/28/2018,2,2.1,coho,female
2018,6,8/28/2018,3,2.1,coho,male
2018,6,8/28/2018,1,3.1,coho,male
2018,6,8/29/2018,3,1.1,coho,female
2018,6,8/29/2018,5,1.1,coho,male
2018,6,8/29/2018,6,2.1,coho,female
2018,6,8/29/2018,5,2.1,coho,male
2018,6,8/29/2018,1,3.1,coho,female
2018,6,9/5/2018,8,1.1,coho,female
2018,6,9/5/2018,7,1.1,coho,male
2018,6,9/5/2018,7,2.1,coho,female
2018,6,9/5/2018,7,2.1,coho,male
2018,6,9/12/2018,4,1.1,coho,female
2018,6,9/12/2018,1,2.1,coho,female
2018,6,9/12/2018,3,2.1,coho,male
2018,6,9/14/2018,1,1.1,coho,female
2018,6,9/14/2018,2,1.1,coho,male
2018,6,9/14/2018,2,2.1,coho,female
2018,6,9/14/2018,2,2.1,coho,male
2018,6,9/14/2018,1,3.1,coho,female
2018,6,9/14/2018,1,3.1,coho,male
2019,5,8/8/2019,1,1.1,coho,male
2019,5,8/8/2019,13,2.1,coho,female
2019,5,8/8/2019,13,2.1,coho,male
2019,5,8/12/2019,1,1.1,coho,female
2019,5,8/12/2019,2,1.1,coho,male
2019,5,8/12/2019,2,2.1,coho,female
2019,5,8/12/2019,3,2.1,coho,male
2019,5,8/12/2019,2,3.1,coho,female
2019,5,8/19/2019,7,1.1,coho,female
2019,5,8/19/2019,12,1.1,coho,male
2019,5,8/19/2019,10,2.1,coho,female
2019,5,8/19/2019,5,2.1,coho,male
2019,5,8/19/2019,2,3.1,coho,female
2019,5,8/19/2019,2,3.1,coho,male
2019,5,8/20/2019,1,0.1,coho,male
2019,5,8/20/2019,9,1.1,coho,female
2019,5,8/20/2019,13,1.1,coho,male
2019,5,8/20/2019,7,2.1,coho,female
2019,5,8/20/2019,5,2.1,coho,male
2019,5,8/20/2019,2,3.1,coho,female
2019,6,8/5/2019,3,1.1,coho,female
2019,6,8/5/2019,1,1.1,coho,male
2019,6,8/5/2019,2,2.1,coho,female
2019,6,8/5/2019,1,2.1,coho,male
2019,6,8/8/2019,3,1.1,coho,male
2019,6,8/8/2019,13,2.1,coho,female
2019,6,8/8/2019,8,2.1,coho,male
2019,6,8/8/2019,1,3.1,coho,male
2019,6,8/9/2019,1,1.1,coho,male
2019,6,8/9/2019,5,2.1,coho,female
2019,6,8/9/2019,4,2.1,coho,male
2019,6,8/12/2019,3,1.1,coho,female
2019,6,8/12/2019,2,1.1,coho,male
2019,6,8/12/2019,10,2.1,coho,female
2019,6,8/12/2019,11,2.1,coho,male
2019,6,8/12/2019,1,3.1,coho,female
2019,6,8/14/2019,3,1.1,coho,male
2019,6,8/14/2019,11,2.1,coho,female
2019,6,8/14/2019,7,2.1,coho,male
2019,6,8/14/2019,2,3.1,coho,female
2019,6,8/14/2019,4,3.1,coho,male
2019,6,8/16/2019,1,1.1,coho,male
2019,6,8/16/2019,3,2.1,coho,female
2019,6,8/16/2019,4,2.1,coho,male
2019,6,8/16/2019,1,3.1,coho,female
2019,6,8/29/2019,4,1.1,coho,female
2019,6,8/29/2019,5,1.1,coho,male
2019,6,8/29/2019,13,2.1,coho,female
2019,6,8/29/2019,12,2.1,coho,male
2019,6,8/29/2019,1,3.1,coho,female
2019,6,9/6/2019,8,1.1,coho,female
2019,6,9/6/2019,4,1.1,coho,male
2019,6,9/6/2019,9,2.1,coho,female
2019,6,9/6/2019,13,2.1,coho,male
2019,6,9/6/2019,1,3.1,coho,female
2019,6,9/6/2019,1,3.1,coho,male
2021,5,8/6/2021,4,1.1,coho,male
2021,5,8/6/2021,7,2.1,coho,female
2021,5,8/6/2021,16,2.1,coho,male
2021,5,8/6/2021,1,3.1,coho,female
2021,5,8/6/2021,4,3.1,coho,male
2021,5,8/6/2021,1,4.1,coho,male
2021,5,8/19/2021,5,1.1,coho,female
2021,5,8/19/2021,5,1.1,coho,male
2021,5,8/19/2021,7,2.1,coho,female
2021,5,8/19/2021,8,2.1,coho,male
2021,5,8/19/2021,4,3.1,coho,female
2021,5,8/19/2021,2,3.1,coho,male
2021,5,8/28/2021,7,1.1,coho,female
2021,5,8/28/2021,4,1.1,coho,male
2021,5,8/28/2021,11,2.1,coho,female
2021,5,8/28/2021,9,2.1,coho,male
2021,5,8/28/2021,2,3.1,coho,female
2021,5,8/28/2021,2,3.1,coho,male
2021,5,9/3/2021,7,1.1,coho,female
2021,5,9/3/2021,6,1.1,coho,male
2021,5,9/3/2021,10,2.1,coho,female
2021,5,9/3/2021,8,2.1,coho,male
2021,5,9/3/2021,3,3.1,coho,female
2021,6,8/4/2021,3,1.1,coho,female
2021,6,8/4/2021,1,1.1,coho,male
2021,6,8/4/2021,5,2.1,coho,female
2021,6,8/4/2021,6,2.1,coho,male
2021,6,8/4/2021,1,3.1,coho,female
2021,6,8/4/2021,2,3.1,coho,male
2021,6,8/19/2021,5,1.1,coho,female
2021,6,8/19/2021,7,1.1,coho,male
2021,6,8/19/2021,18,2.1,coho,female
2021,6,8/19/2021,16,2.1,coho,male
2021,6,8/19/2021,3,3.1,coho,female
2021,6,8/19/2021,2,3.1,coho,male
2021,6,8/28/2021,7,1.1,coho,female
2021,6,8/28/2021,11,1.1,coho,male
2021,6,8/28/2021,6,2.1,coho,female
2021,6,8/28/2021,8,2.1,coho,male
2021,6,8/28/2021,1,3.1,coho,female
2021,6,8/28/2021,2,3.1,coho,male
2021,6,9/3/2021,8,1.1,coho,female
2021,6,9/3/2021,7,1.1,coho,male
2021,6,9/3/2021,6,2.1,coho,female
2021,6,9/3/2021,8,2.1,coho,male
2021,6,9/3/2021,2,3.1,coho,male
