capture.loc,date,year,fish,species
5,8-Aug,2006,1058,coho
5,9-Aug,2006,1301,coho
5,10-Aug,2006,3076,coho
5,11-Aug,2006,1482,coho
5,13-Aug,2006,873,coho
5,14-Aug,2006,1154,coho
5,15-Aug,2006,731,coho
5,16-Aug,2006,554,coho
5,17-Aug,2006,818,coho
5,18-Aug,2006,109,coho
5,20-Aug,2006,264,coho
5,21-Aug,2006,1546,coho
5,23-Aug,2006,523,coho
5,24-Aug,2006,1754,coho
5,25-Aug,2006,690,coho
5,27-Aug,2006,739,coho
5,28-Aug,2006,47,coho
5,28-Aug,2006,1568,coho
5,29-Aug,2006,903,coho
5,30-Aug,2006,139,coho
5,31-Aug,2006,115,coho
5,1-Sep,2006,31,coho
5,4-Sep,2006,13,coho
5,5-Sep,2006,32,coho
5,10-Sep,2006,19,coho
6,21-Jul,2006,727,coho
6,22-Jul,2006,1388,coho
6,24-Jul,2006,616,coho
6,25-Jul,2006,2128,coho
6,26-Jul,2006,496,coho
6,27-Jul,2006,2385,coho
6,28-Jul,2006,998,coho
6,29-Jul,2006,2707,coho
6,31-Jul,2006,2612,coho
6,1-Aug,2006,1542,coho
6,2-Aug,2006,59,coho
6,2-Aug,2006,2884,coho
6,3-Aug,2006,3621,coho
6,4-Aug,2006,302,coho
6,4-Aug,2006,125,coho
6,4-Aug,2006,4017,coho
6,6-Aug,2006,2853,coho
6,7-Aug,2006,1774,coho
6,8-Aug,2006,5733,coho
6,8-Aug,2006,431,coho
6,9-Aug,2006,1611,coho
6,10-Aug,2006,5569,coho
6,11-Aug,2006,3072,coho
6,13-Aug,2006,1264,coho
6,14-Aug,2006,5,coho
6,14-Aug,2006,3704,coho
6,15-Aug,2006,4876,coho
6,16-Aug,2006,536,coho
6,17-Aug,2006,2506,coho
6,18-Aug,2006,2503,coho
6,20-Aug,2006,1907,coho
6,21-Aug,2006,3919,coho
6,22-Aug,2006,3351,coho
6,23-Aug,2006,184,coho
6,23-Aug,2006,5956,coho
6,25-Aug,2006,2700,coho
6,27-Aug,2006,1581,coho
6,28-Aug,2006,3053,coho
6,29-Aug,2006,2422,coho
6,31-Aug,2006,1215,coho
6,1-Sep,2006,2828,coho
6,4-Sep,2006,307,coho
6,5-Sep,2006,1173,coho
6,6-Sep,2006,719,coho
6,7-Sep,2006,853,coho
6,8-Sep,2006,610,coho
6,10-Sep,2006,143,coho
6,11-Sep,2006,14,coho
6,11-Sep,2006,713,coho
6,12-Sep,2006,4,coho
6,12-Sep,2006,875,coho
6,13-Sep,2006,3,coho
6,13-Sep,2006,572,coho
6,14-Sep,2006,190,coho
5,18-Jul,2007,160,coho
5,19-Jul,2007,298,coho
5,20-Jul,2007,345,coho
5,21-Jul,2007,295,coho
5,22-Jul,2007,431,coho
5,23-Jul,2007,1050,coho
5,24-Jul,2007,1516,coho
5,25-Jul,2007,521,coho
5,26-Jul,2007,2581,coho
5,27-Jul,2007,410,coho
5,29-Jul,2007,1279,coho
5,30-Jul,2007,2338,coho
5,31-Jul,2007,2018,coho
5,31-Jul,2007,163,coho
5,1-Aug,2007,994,coho
5,2-Aug,2007,2308,coho
5,5-Aug,2007,655,coho
5,6-Aug,2007,310,coho
5,7-Aug,2007,1138,coho
5,8-Aug,2007,2307,coho
5,9-Aug,2007,272,coho
5,10-Aug,2007,1164,coho
5,11-Aug,2007,301,coho
5,13-Aug,2007,576,coho
5,14-Aug,2007,991,coho
5,15-Aug,2007,855,coho
5,16-Aug,2007,1658,coho
5,17-Aug,2007,141,coho
5,19-Aug,2007,621,coho
5,20-Aug,2007,450,coho
5,21-Aug,2007,149,coho
5,22-Aug,2007,74,coho
5,23-Aug,2007,234,coho
5,24-Aug,2007,168,coho
5,26-Aug,2007,175,coho
5,27-Aug,2007,600,coho
5,28-Aug,2007,517,coho
5,29-Aug,2007,342,coho
5,30-Aug,2007,882,coho
5,31-Aug,2007,126,coho
5,2-Sep,2007,44,coho
5,2-Sep,2007,38,coho
5,2-Sep,2007,17,coho
5,3-Sep,2007,208,coho
5,4-Sep,2007,17,coho
5,5-Sep,2007,30,coho
5,6-Sep,2007,43,coho
6,18-Jul,2007,334,coho
6,19-Jul,2007,1316,coho
6,20-Jul,2007,588,coho
6,21-Jul,2007,14,coho
6,21-Jul,2007,1346,coho
6,22-Jul,2007,541,coho
6,23-Jul,2007,1403,coho
6,24-Jul,2007,2017,coho
6,25-Jul,2007,2346,coho
6,26-Jul,2007,5024,coho
6,27-Jul,2007,4297,coho
6,29-Jul,2007,1827,coho
6,30-Jul,2007,9077,coho
6,31-Jul,2007,546,coho
6,31-Jul,2007,6785,coho
6,1-Aug,2007,4233,coho
6,2-Aug,2007,3275,coho
6,5-Aug,2007,1447,coho
6,6-Aug,2007,822,coho
6,7-Aug,2007,1867,coho
6,8-Aug,2007,3960,coho
6,9-Aug,2007,1223,coho
6,10-Aug,2007,3657,coho
6,11-Aug,2007,1057,coho
6,12-Aug,2007,1696,coho
6,13-Aug,2007,4917,coho
6,14-Aug,2007,4230,coho
6,15-Aug,2007,1735,coho
6,16-Aug,2007,2792,coho
6,17-Aug,2007,852,coho
6,19-Aug,2007,541,coho
6,20-Aug,2007,1379,coho
6,21-Aug,2007,788,coho
6,22-Aug,2007,310,coho
6,23-Aug,2007,946,coho
6,24-Aug,2007,1282,coho
6,26-Aug,2007,722,coho
6,27-Aug,2007,1666,coho
6,28-Aug,2007,1587,coho
6,29-Aug,2007,217,coho
6,30-Aug,2007,1314,coho
6,31-Aug,2007,535,coho
6,2-Sep,2007,368,coho
6,2-Sep,2007,2,coho
6,3-Sep,2007,53,coho
6,3-Sep,2007,518,coho
6,4-Sep,2007,288,coho
6,5-Sep,2007,193,coho
6,6-Sep,2007,256,coho
6,6-Sep,2007,7,coho
6,7-Sep,2007,12,coho
6,7-Sep,2007,196,coho
6,7-Sep,2007,14,coho
5,14-Jul,2008,1,coho
5,15-Jul,2008,15,coho
5,17-Jul,2008,57,coho
5,18-Jul,2008,111,coho
5,20-Jul,2008,83,coho
5,21-Jul,2008,909,coho
5,22-Jul,2008,293,coho
5,23-Jul,2008,164,coho
5,24-Jul,2008,400,coho
5,25-Jul,2008,214,coho
5,27-Jul,2008,319,coho
5,28-Jul,2008,838,coho
5,29-Jul,2008,159,coho
5,30-Jul,2008,123,coho
5,31-Jul,2008,44,coho
5,3-Aug,2008,855,coho
5,4-Aug,2008,3932,coho
5,5-Aug,2008,1342,coho
5,6-Aug,2008,1004,coho
5,7-Aug,2008,530,coho
5,7-Aug,2008,1469,coho
5,8-Aug,2008,1959,coho
5,10-Aug,2008,902,coho
5,11-Aug,2008,2354,coho
5,12-Aug,2008,1264,coho
5,12-Aug,2008,452,coho
5,12-Aug,2008,59,coho
5,13-Aug,2008,760,coho
5,14-Aug,2008,2546,coho
5,15-Aug,2008,2484,coho
5,17-Aug,2008,530,coho
5,18-Aug,2008,1601,coho
5,19-Aug,2008,964,coho
5,20-Aug,2008,748,coho
5,21-Aug,2008,655,coho
5,21-Aug,2008,23,coho
5,22-Aug,2008,579,coho
5,24-Aug,2008,299,coho
5,25-Aug,2008,80,coho
5,25-Aug,2008,894,coho
5,26-Aug,2008,380,coho
5,27-Aug,2008,461,coho
5,28-Aug,2008,957,coho
5,29-Aug,2008,501,coho
5,29-Aug,2008,13,coho
5,31-Aug,2008,474,coho
5,1-Sep,2008,2006,coho
5,3-Sep,2008,78,coho
5,4-Sep,2008,422,coho
5,5-Sep,2008,190,coho
5,7-Sep,2008,30,coho
5,8-Sep,2008,43,coho
5,9-Sep,2008,34,coho
5,10-Sep,2008,20,coho
6,8-Jul,2008,1,coho
6,9-Jul,2008,3,coho
6,9-Jul,2008,2,coho
6,10-Jul,2008,1,coho
6,11-Jul,2008,5,coho
6,11-Jul,2008,25,coho
6,11-Jul,2008,1,coho
6,12-Jul,2008,1,coho
6,13-Jul,2008,3,coho
6,14-Jul,2008,3,coho
6,14-Jul,2008,15,coho
6,15-Jul,2008,27,coho
6,17-Jul,2008,157,coho
6,18-Jul,2008,3,coho
6,18-Jul,2008,485,coho
6,20-Jul,2008,46,coho
6,21-Jul,2008,1436,coho
6,22-Jul,2008,1,coho
6,22-Jul,2008,1665,coho
6,23-Jul,2008,394,coho
6,24-Jul,2008,2199,coho
6,25-Jul,2008,1017,coho
6,27-Jul,2008,800,coho
6,28-Jul,2008,3816,coho
6,29-Jul,2008,70,coho
6,29-Jul,2008,1897,coho
6,30-Jul,2008,841,coho
6,31-Jul,2008,425,coho
6,31-Jul,2008,1289,coho
6,1-Aug,2008,121,coho
6,1-Aug,2008,750,coho
6,3-Aug,2008,2504,coho
6,4-Aug,2008,5600,coho
6,5-Aug,2008,4289,coho
6,5-Aug,2008,505,coho
6,5-Aug,2008,349,coho
6,6-Aug,2008,153,coho
6,6-Aug,2008,1752,coho
6,7-Aug,2008,3305,coho
6,8-Aug,2008,1578,coho
6,10-Aug,2008,2637,coho
6,11-Aug,2008,4081,coho
6,12-Aug,2008,2323,coho
6,13-Aug,2008,1141,coho
6,14-Aug,2008,1747,coho
6,15-Aug,2008,2729,coho
6,17-Aug,2008,1097,coho
6,18-Aug,2008,1578,coho
6,19-Aug,2008,1560,coho
6,19-Aug,2008,5,coho
6,20-Aug,2008,818,coho
6,21-Aug,2008,1070,coho
6,22-Aug,2008,857,coho
6,24-Aug,2008,779,coho
6,25-Aug,2008,1136,coho
6,26-Aug,2008,1222,coho
6,27-Aug,2008,1142,coho
6,28-Aug,2008,2620,coho
6,29-Aug,2008,561,coho
6,31-Aug,2008,784,coho
6,1-Sep,2008,1833,coho
6,2-Sep,2008,1607,coho
6,3-Sep,2008,1443,coho
6,4-Sep,2008,1589,coho
6,5-Sep,2008,899,coho
6,7-Sep,2008,12,coho
6,8-Sep,2008,636,coho
6,9-Sep,2008,574,coho
6,10-Sep,2008,592,coho
6,11-Sep,2008,45,coho
6,12-Sep,2008,576,coho
5,10-Jul,2009,5,coho
5,12-Jul,2009,14,coho
5,14-Jul,2009,51,coho
5,16-Jul,2009,49,coho
5,19-Jul,2009,122,coho
5,22-Jul,2009,321,coho
5,26-Jul,2009,11,coho
5,26-Jul,2009,321,coho
5,29-Jul,2009,296,coho
5,29-Jul,2009,23,coho
5,2-Aug,2009,890,coho
5,5-Aug,2009,1386,coho
5,9-Aug,2009,2355,coho
5,12-Aug,2009,1207,coho
5,16-Aug,2009,2582,coho
5,19-Aug,2009,1101,coho
5,23-Aug,2009,826,coho
5,26-Aug,2009,937,coho
5,2-Sep,2009,412,coho
5,6-Sep,2009,27,coho
5,7-Sep,2009,49,coho
5,8-Sep,2009,47,coho
5,10-Sep,2009,31,coho
6,8-Jul,2009,2,coho
6,10-Jul,2009,3,coho
6,10-Jul,2009,5,coho
6,12-Jul,2009,21,coho
6,14-Jul,2009,1,coho
6,14-Jul,2009,2,coho
6,14-Jul,2009,47,coho
6,16-Jul,2009,29,coho
6,19-Jul,2009,2,coho
6,19-Jul,2009,273,coho
6,22-Jul,2009,2,coho
6,22-Jul,2009,534,coho
6,26-Jul,2009,2,coho
6,26-Jul,2009,1794,coho
6,29-Jul,2009,1,coho
6,29-Jul,2009,3372,coho
6,2-Aug,2009,2,coho
6,2-Aug,2009,113,coho
6,2-Aug,2009,21,coho
6,2-Aug,2009,6369,coho
6,5-Aug,2009,20,coho
6,5-Aug,2009,1421,coho
6,6-Aug,2009,1,coho
6,6-Aug,2009,3677,coho
6,7-Aug,2009,2,coho
6,7-Aug,2009,5769,coho
6,9-Aug,2009,6820,coho
6,10-Aug,2009,20,coho
6,10-Aug,2009,4,coho
6,10-Aug,2009,3247,coho
6,12-Aug,2009,7,coho
6,12-Aug,2009,4121,coho
6,16-Aug,2009,6,coho
6,16-Aug,2009,6183,coho
6,19-Aug,2009,4,coho
6,19-Aug,2009,5283,coho
6,23-Aug,2009,1,coho
6,23-Aug,2009,5978,coho
6,23-Aug,2009,1,coho
6,26-Aug,2009,2046,coho
6,30-Aug,2009,479,coho
6,2-Sep,2009,2,coho
6,2-Sep,2009,1708,coho
6,6-Sep,2009,151,coho
6,7-Sep,2009,307,coho
6,8-Sep,2009,156,coho
6,9-Sep,2009,49,coho
6,10-Sep,2009,117,coho
6,11-Sep,2009,55,coho
5,7-Jul,2010,1,coho
5,11-Jul,2010,1,coho
5,13-Jul,2010,1,coho
5,15-Jul,2010,1,coho
5,16-Jul,2010,2,coho
5,19-Jul,2010,6,coho
5,20-Jul,2010,38,coho
5,21-Jul,2010,64,coho
5,23-Jul,2010,184,coho
5,24-Jul,2010,266,coho
5,25-Jul,2010,194,coho
5,26-Jul,2010,101,coho
5,27-Jul,2010,386,coho
5,28-Jul,2010,168,coho
5,29-Jul,2010,114,coho
5,30-Jul,2010,856,coho
5,31-Jul,2010,545,coho
5,2-Aug,2010,268,coho
5,3-Aug,2010,678,coho
5,4-Aug,2010,8,coho
5,4-Aug,2010,272,coho
5,5-Aug,2010,132,coho
5,6-Aug,2010,481,coho
5,7-Aug,2010,488,coho
5,8-Aug,2010,31,coho
5,9-Aug,2010,243,coho
5,10-Aug,2010,54,coho
5,12-Aug,2010,98,coho
5,13-Aug,2010,647,coho
5,14-Aug,2010,99,coho
5,16-Aug,2010,43,coho
5,17-Aug,2010,260,coho
5,18-Aug,2010,42,coho
5,19-Aug,2010,367,coho
5,20-Aug,2010,322,coho
5,21-Aug,2010,747,coho
5,22-Aug,2010,326,coho
5,23-Aug,2010,332,coho
5,24-Aug,2010,1017,coho
5,25-Aug,2010,940,coho
5,26-Aug,2010,91,coho
5,27-Aug,2010,303,coho
5,28-Aug,2010,178,coho
5,30-Aug,2010,92,coho
5,31-Aug,2010,216,coho
5,1-Sep,2010,165,coho
6,7-Jul,2010,1,coho
6,10-Jul,2010,4,coho
6,14-Jul,2010,5,coho
6,14-Jul,2010,1,coho
6,15-Jul,2010,1,coho
6,16-Jul,2010,4,coho
6,17-Jul,2010,21,coho
6,19-Jul,2010,35,coho
6,20-Jul,2010,151,coho
6,21-Jul,2010,2,coho
6,21-Jul,2010,121,coho
6,22-Jul,2010,4,coho
6,23-Jul,2010,265,coho
6,24-Jul,2010,294,coho
6,26-Jul,2010,255,coho
6,27-Jul,2010,563,coho
6,28-Jul,2010,599,coho
6,29-Jul,2010,350,coho
6,30-Jul,2010,777,coho
6,31-Jul,2010,887,coho
6,2-Aug,2010,1112,coho
6,3-Aug,2010,1083,coho
6,4-Aug,2010,901,coho
6,5-Aug,2010,1190,coho
6,6-Aug,2010,1845,coho
6,7-Aug,2010,1585,coho
6,8-Aug,2010,966,coho
6,9-Aug,2010,403,coho
6,10-Aug,2010,1822,coho
6,11-Aug,2010,2011,coho
6,12-Aug,2010,392,coho
6,12-Aug,2010,28,coho
6,13-Aug,2010,2464,coho
6,14-Aug,2010,4,coho
6,14-Aug,2010,856,coho
6,16-Aug,2010,5,coho
6,16-Aug,2010,193,coho
6,17-Aug,2010,1387,coho
6,18-Aug,2010,1243,coho
6,19-Aug,2010,1043,coho
6,20-Aug,2010,490,coho
6,21-Aug,2010,466,coho
6,22-Aug,2010,839,coho
6,23-Aug,2010,475,coho
6,24-Aug,2010,922,coho
6,25-Aug,2010,1,coho
6,25-Aug,2010,687,coho
6,26-Aug,2010,146,coho
6,27-Aug,2010,234,coho
6,28-Aug,2010,432,coho
6,30-Aug,2010,2,coho
6,30-Aug,2010,28,coho
6,30-Aug,2010,304,coho
6,31-Aug,2010,378,coho
6,1-Sep,2010,280,coho
6,2-Sep,2010,83,coho
6,3-Sep,2010,692,coho
6,4-Sep,2010,634,coho
6,5-Sep,2010,512,coho
6,6-Sep,2010,303,coho
6,7-Sep,2010,58,coho
5,6-Jul,2011,1,coho
5,14-Jul,2011,1,coho
5,15-Jul,2011,3,coho
5,16-Jul,2011,2,coho
5,17-Jul,2011,5,coho
5,18-Jul,2011,5,coho
5,19-Jul,2011,14,coho
5,20-Jul,2011,65,coho
5,21-Jul,2011,146,coho
5,22-Jul,2011,119,coho
5,24-Jul,2011,75,coho
5,25-Jul,2011,325,coho
5,26-Jul,2011,281,coho
5,27-Jul,2011,181,coho
5,28-Jul,2011,429,coho
5,31-Jul,2011,348,coho
5,1-Aug,2011,108,coho
5,1-Aug,2011,1065,coho
5,2-Aug,2011,2010,coho
5,6-Aug,2011,519,coho
5,7-Aug,2011,944,coho
5,8-Aug,2011,138,coho
5,10-Aug,2011,601,coho
5,11-Aug,2011,184,coho
5,12-Aug,2011,31,coho
5,14-Aug,2011,2,coho
5,14-Aug,2011,975,coho
5,15-Aug,2011,2723,coho
5,16-Aug,2011,946,coho
5,17-Aug,2011,165,coho
5,18-Aug,2011,254,coho
5,19-Aug,2011,106,coho
5,21-Aug,2011,369,coho
5,22-Aug,2011,1118,coho
5,23-Aug,2011,156,coho
5,24-Aug,2011,13,coho
5,25-Aug,2011,1,coho
5,25-Aug,2011,105,coho
5,26-Aug,2011,113,coho
5,28-Aug,2011,116,coho
5,29-Aug,2011,297,coho
5,30-Aug,2011,2,coho
5,31-Aug,2011,98,coho
5,1-Sep,2011,98,coho
5,2-Sep,2011,84,coho
5,4-Sep,2011,4,coho
5,6-Sep,2011,23,coho
6,10-Jul,2011,2,coho
6,12-Jul,2011,1,coho
6,14-Jul,2011,1,coho
6,14-Jul,2011,16,coho
6,15-Jul,2011,5,coho
6,16-Jul,2011,1,coho
6,16-Jul,2011,10,coho
6,17-Jul,2011,1,coho
6,17-Jul,2011,13,coho
6,18-Jul,2011,51,coho
6,19-Jul,2011,118,coho
6,20-Jul,2011,103,coho
6,20-Jul,2011,1,coho
6,21-Jul,2011,68,coho
6,21-Jul,2011,1,coho
6,22-Jul,2011,118,coho
6,24-Jul,2011,1,coho
6,24-Jul,2011,96,coho
6,25-Jul,2011,1,coho
6,25-Jul,2011,213,coho
6,26-Jul,2011,172,coho
6,27-Jul,2011,2,coho
6,27-Jul,2011,540,coho
6,28-Jul,2011,9,coho
6,28-Jul,2011,793,coho
6,29-Jul,2011,215,coho
6,31-Jul,2011,395,coho
6,1-Aug,2011,2,coho
6,1-Aug,2011,15,coho
6,1-Aug,2011,847,coho
6,2-Aug,2011,3,coho
6,2-Aug,2011,1336,coho
6,5-Aug,2011,170,coho
6,6-Aug,2011,1768,coho
6,7-Aug,2011,1725,coho
6,8-Aug,2011,2667,coho
6,9-Aug,2011,1,coho
6,9-Aug,2011,3,coho
6,9-Aug,2011,1712,coho
6,10-Aug,2011,1303,coho
6,11-Aug,2011,819,coho
6,11-Aug,2011,295,coho
6,12-Aug,2011,814,coho
6,14-Aug,2011,191,coho
6,15-Aug,2011,1229,coho
6,16-Aug,2011,837,coho
6,17-Aug,2011,1088,coho
6,18-Aug,2011,1,coho
6,18-Aug,2011,741,coho
6,19-Aug,2011,664,coho
6,21-Aug,2011,332,coho
6,22-Aug,2011,1705,coho
6,23-Aug,2011,6,coho
6,23-Aug,2011,1350,coho
6,24-Aug,2011,168,coho
6,25-Aug,2011,972,coho
6,26-Aug,2011,627,coho
6,28-Aug,2011,820,coho
6,29-Aug,2011,626,coho
6,30-Aug,2011,373,coho
6,31-Aug,2011,299,coho
6,1-Sep,2011,636,coho
6,2-Sep,2011,272,coho
6,4-Sep,2011,7,coho
6,5-Sep,2011,96,coho
6,6-Sep,2011,51,coho
5,12-Jul,2012,3,coho
5,13-Jul,2012,2,coho
5,14-Jul,2012,1,coho
5,14-Jul,2012,2,coho
5,15-Jul,2012,8,coho
5,16-Jul,2012,2,coho
5,19-Jul,2012,15,coho
5,20-Jul,2012,89,coho
5,21-Jul,2012,102,coho
5,22-Jul,2012,77,coho
5,23-Jul,2012,35,coho
5,30-Jul,2012,640,coho
5,31-Jul,2012,529,coho
5,1-Aug,2012,233,coho
5,2-Aug,2012,687,coho
5,6-Aug,2012,304,coho
5,7-Aug,2012,1290,coho
5,8-Aug,2012,765,coho
5,9-Aug,2012,119,coho
5,10-Aug,2012,231,coho
5,11-Aug,2012,44,coho
5,12-Aug,2012,72,coho
5,13-Aug,2012,360,coho
5,14-Aug,2012,252,coho
5,20-Aug,2012,23,coho
5,22-Aug,2012,180,coho
5,23-Aug,2012,103,coho
5,26-Aug,2012,459,coho
5,27-Aug,2012,418,coho
5,28-Aug,2012,122,coho
5,29-Aug,2012,420,coho
5,30-Aug,2012,22,coho
5,1-Sep,2012,149,coho
5,2-Sep,2012,40,coho
5,4-Sep,2012,10,coho
5,7-Sep,2012,20,coho
6,14-Jul,2012,1,coho
6,14-Jul,2012,1,coho
6,15-Jul,2012,5,coho
6,16-Jul,2012,10,coho
6,18-Jul,2012,6,coho
6,19-Jul,2012,1,coho
6,19-Jul,2012,36,coho
6,20-Jul,2012,199,coho
6,21-Jul,2012,180,coho
6,22-Jul,2012,2,coho
6,22-Jul,2012,91,coho
6,23-Jul,2012,103,coho
6,24-Jul,2012,41,coho
6,25-Jul,2012,122,coho
6,26-Jul,2012,366,coho
6,27-Jul,2012,771,coho
6,29-Jul,2012,249,coho
6,30-Jul,2012,1000,coho
6,31-Jul,2012,394,coho
6,1-Aug,2012,33,coho
6,1-Aug,2012,309,coho
6,2-Aug,2012,25,coho
6,2-Aug,2012,747,coho
6,3-Aug,2012,957,coho
6,4-Aug,2012,642,coho
6,6-Aug,2012,691,coho
6,7-Aug,2012,1722,coho
6,7-Aug,2012,2,coho
6,8-Aug,2012,110,coho
6,8-Aug,2012,1272,coho
6,9-Aug,2012,565,coho
6,10-Aug,2012,712,coho
6,11-Aug,2012,370,coho
6,12-Aug,2012,200,coho
6,13-Aug,2012,696,coho
6,14-Aug,2012,2,coho
6,14-Aug,2012,1,coho
6,14-Aug,2012,863,coho
6,15-Aug,2012,357,coho
6,16-Aug,2012,871,coho
6,16-Aug,2012,2,coho
6,17-Aug,2012,2,coho
6,17-Aug,2012,694,coho
6,19-Aug,2012,130,coho
6,20-Aug,2012,1089,coho
